Time,x,y,z,z_ref,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,u1,u2,u3,u4,status,dt_ms
100,-0.0944812067782932,0.232983201960365,30.8979426975861,30.1191833390181,-0.252666346036012,-0.0896128447689429,0.952803039725748,5.1546695263198,-2.28627050108222,-18.882340131074,-13.9322603554419,-34.0892596117907,1.52956783879973,0.026801979410453,-0.531461979542135,-0.219703911396675,0.318405051163004,0,21.6474
110,-0.0441456768984875,0.208226979416831,30.5907573992675,30.1191833390181,-0.210443235675988,-0.0203493174060608,0.967313158204305,5.15928106576936,-2.7808277269502,-40.6449946415289,-10.7166578461523,-15.9403827644969,1.491243812097,-0.183804326136981,-0.48830851655354,-0.103795462933302,0.194203334909467,0,22.86
120,0.000803717519436223,0.18151285056706,30.1420523955796,30.1191833390181,-0.173650809955021,0.0240556679319059,0.98186376929572,4.03607475792987,-2.68088028625228,-46.1256096329416,-7.34089824485107,-6.57998677578329,1.47462417301838,-0.269915205350103,-0.428149827500165,-0.0342175426490475,0.146563876403126,0,20.5063
130,0.0339725219413433,0.156689747799771,29.7298157507489,30.1191833390181,-0.145176764726062,0.050333457465717,0.996441446517599,2.75080425155205,-2.39693927405546,-33.4013244116835,-4.85503056334036,-2.79700622976148,1.46850736140162,-0.25369513444835,-0.324453834923417,0.0567651344936571,0.162807591971887,0,19.4787
140,0.0552833823718313,0.135009081388132,29.5122806271532,30.1191833390181,-0.124185777776397,0.0656154730033836,1.01103668075888,1.61445287980186,-2.04491764180878,-8.491913133794,-4.06874214084922,-1.54237725781896,1.46677072268291,-0.171618605812623,-0.198634323147018,0.155458560324782,0.214769942475178,0,19.7078
150,0.0670875024726953,0.116863389913327,29.558110785121,30.1191833390181,-0.108917906920734,0.0744631524734826,1.02564369737057,0.805515631855824,-1.67966193744042,17.3158736694197,-4.262631652686,-0.249667671382098,1.46571703797454,-0.0881359375360174,-0.0976955715084375,0.237070150941214,0.268638951450477,0,19.0957
160,0.0722286242965902,0.101649700762427,29.8211930900378,30.1191833390181,-0.0969994642297775,0.0789314080090055,1.04025765535408,0.246862230671745,-1.44654119708668,33.3912507005596,-4.41892817641345,1.28039662469991,1.46459059872466,-0.0453424247412069,-0.0418378076855461,0.274541571908858,0.28335488913761,0,20.2974
170,0.07246904087599,0.0881389686733011,30.1741230510624,30.1191833390181,-0.0859359571020969,0.0791094240251911,1.0548758607505,-0.200633492546266,-1.32867266858315,34.7605076362851,-4.38907366736368,2.34517036682238,1.46386305118129,-0.045749411282546,-0.0338373405923647,0.25252091328902,0.246685958976566,0,19.0561
180,0.0688808203830705,0.0755629899940679,30.4728047117167,30.1191833390181,-0.0742850970956524,0.0747342020604752,1.06949726487017,-0.53743783813375,-1.25132109931704,23.017712862413,-4.17258733651344,2.79235278712011,1.46351223690172,-0.077257076732131,-0.0618256815903897,0.184258351068723,0.171611079917246,0,19.9776
190,0.0626520631571797,0.063797382061594,30.6130091703173,30.1191833390181,-0.0620997465863053,0.0666644815058638,1.08412109673006,-0.739917122529326,-1.15923510106262,4.13262746098328,-3.71351026526805,2.74076962263282,1.46331111313799,-0.120873546426445,-0.105201827556587,0.0974929731569273,0.0830244374314843,0,19.0857
200,0.0550807280051886,0.0531055290041381,30.5599064993537,30.1191833390181,-0.0504476992603281,0.056813055719261,1.09874659814165,-0.810455265438854,-1.02911182532458,-14.4166318465093,-3.05351549425812,2.35494374539443,1.46315162691975,-0.156278091066049,-0.142232875274658,0.0214333832768677,0.00782608260134788,0,18.9121
210,0.0473076571658888,0.0438180834263619,30.3508577422065,30.1191833390181,-0.0404336634801093,0.0471464710708696,1.11337311437932,-0.779987926125347,-0.870777581917455,-26.0360608357918,-2.33593956825705,1.82381231650374,1.463021842809,-0.166562523120824,-0.154861961104122,-0.0218721266259958,-0.0335259243979551,0,19.3797
220,0.040102808730448,0.0360840358945449,30.0767419529534,30.1191833390181,-0.0325282043615374,0.0388564528315062,1.12800016807191,-0.694047865793998,-0.71146573544514,-26.9353696846662,-1.70878944918003,1.31559695913363,1.46292930351238,-0.143184540548601,-0.1337072887531,-0.0236855456333362,-0.0332950065288651,0,19.0219
230,0.0338226877081298,0.0298114018399647,29.8466346167309,30.1191833390181,-0.0265852744290053,0.0322711327760295,1.14262746918989,-0.591473485988175,-0.572672884474809,-17.4697223547508,-1.26211050436852,0.948518751491451,1.46286922903532,-0.0911339538715738,-0.0832499415912739,0.00877568949272987,0.000730296964557346,0,19.4713
240,0.0285253944465397,0.0247784745636348,29.7449998683894,30.1191833390181,-0.0221827738238334,0.027196617299104,1.1572548710965,-0.493817018895463,-0.458710588541054,-2.12629545602343,-1.00870848103419,0.762167523562142,1.46283084359582,-0.028958970442058,-0.0220946994704118,0.0555771587240355,0.0486063081915599,0,21.4878
250,0.0241022790215043,0.0207439429731272,29.798626577787,30.1191833390181,-0.0188597384393953,0.0232295658505692,1.17188231572168,-0.413103301060087,-0.368837516821697,12.4658777664913,-0.885868817367058,0.692371473222381,1.46280740081449,0.0207471117686785,0.0266664994910796,0.0929340496593187,0.0869781813360739,0,22.2564
260,0.0203632602334509,0.0174660964561438,29.9703112537693,30.1191833390181,-0.0161977196836617,0.0199376336371822,1.18650978736703,-0.353776946851827,-0.303789969419003,20.6609989359915,-0.815458913601808,0.648983027615619,1.46279420061076,0.0430035028668735,0.0478126750878082,0.104241747058112,0.0994389872184821,0,19.2701
270,0.0171244655678413,0.0147243319068326,30.1813796025333,30.1191833390181,-0.0138754702953677,0.0169873429365244,1.20113728132269,-0.310286795487951,-0.258700536378157,20.1108346707807,-0.750099014128278,0.592578869501974,1.46278565738583,0.0353987559211742,0.0390556162943949,0.0863452946604121,0.0827005566651275,0,19.4003
280,0.0142721230319646,0.0123657773773097,30.3480898847353,30.1191833390181,-0.0117250221294948,0.0142232817484673,1.21576479258854,-0.274129201266571,-0.224847072322538,12.1250317723263,-0.670307020539766,0.518017347720928,1.46277834269214,0.00644015692114115,0.00904577090395294,0.0478456514279696,0.045230918856081,0,19.0779
290,0.0117641129095497,0.01031586192899,30.4133600445929,30.1191833390181,-0.00973032262215489,0.0116573911434701,1.23039231594467,-0.239355438789817,-0.195106101917809,0.502878920661801,-0.572641560713167,0.42954358095301,1.46277150770877,-0.0294913430126755,-0.0277719238892766,0.00352734184178507,0.00176674361837664,0,19.1249
300,0.00959791892556309,0.00855104345920844,30.3634482875892,30.1191833390181,-0.00795821448793693,0.00938471584907521,1.24501984656659,-0.203905072407781,-0.166231342796367,-10.1589312389571,-0.465419326602142,0.336787764080719,1.46276561329776,-0.0575532968998186,-0.0565364307038225,-0.0314249853957271,-0.0325105147482409,0,19.3494
310,0.00777581478892038,0.00706294865055163,30.227900499727,30.1191833390181,-0.00647217807104174,0.00748604909939243,1.25964738031097,-0.168864476206489,-0.138371022024009,-16.0496150204252,-0.36301294724416,0.251718876813218,1.46276114838928,-0.0669861000763639,-0.0664893866661449,-0.0462121747117207,-0.0467873533013588,0,18.1963
320,0.00628303980577428,0.005834395881776,30.0652949469863,30.1191833390181,-0.00528522276110059,0.00597713597816071,1.27427491429207,-0.136575958278731,-0.113138670428839,-15.3640417837412,-0.278017261716935,0.183895963176151,1.46275813229438,-0.0545413015548787,-0.0543903256899442,-0.03783131861429,-0.0380453796282695,0,19.7686
330,0.00508397955683883,0.00483419202476427,29.9396337589403,30.1191833390181,-0.00436328531482372,0.00481441945851557,1.28890244710243,-0.108875801432409,-0.0917179894063978,-8.89324591440637,-0.216457512267706,0.137384401913362,1.46275623852647,-0.0257781074501211,-0.0258224595500848,-0.0121662813036066,-0.0121482567286801,0,19.711
340,0.00413003730164504,0.00402405498444132,29.8953862132973,30.1191833390181,-0.00365002812302847,0.00392505160029006,1.30352997848518,-0.0865073138979745,-0.0743098781644029,0.355449070286196,-0.176672225711158,0.109321093190239,1.46275509469163,0.00729118723159358,0.00714395319434631,0.0184993226879069,0.01866270253223,0,19.6855
350,0.00336947199661049,0.00336561464019203,29.9413623892965,30.1191833390181,-0.00308663651795203,0.00323290242152894,1.31815750878864,-0.0693341921767225,-0.0606958904577149,8.51658503875622,-0.151622710056604,0.0921506158914508,1.46275441628111,0.0318127826065756,0.0315934749722708,0.0410838177592659,0.0413491406988282,0,20.1146
360,0.00275541949293538,0.00282377800795609,30.0505408708505,30.1191833390181,-0.00262248998198193,0.00267410974567959,1.33278503847247,-0.05649935449887,-0.0504214305221161,12.5620671009904,-0.133709907147535,0.0792112621292826,1.46275399864925,0.0397498443524393,0.0394663459150276,0.0473835583019195,0.0477205208654535,0,18.7884
370,0.00225143654434173,0.00236982853853897,30.1747283633796,30.1191833390181,-0.00222166349301882,0.0022046887806802,1.34741256785418,-0.0467547254555992,-0.0426556220901189,11.4304191187193,-0.117924787715844,0.0673723590140743,1.46275370914873,0.030451536395581,0.0301163496948683,0.0366676678023455,0.0370430014003618,0,18.249
380,0.00183288500238134,0.00198389018525042,30.2656403100272,30.1191833390181,-0.0018656620826163,0.00180117281293406,1.36204009709599,-0.0389603058438522,-0.0364439501928324,6.1434205053307,-0.102014714708662,0.0558037278240411,1.46275348463111,0.00965852213013614,0.0092897117930596,0.0146563547331013,0.0150397562880219,0,19.3463
390,0.00148450850029643,0.00165432390956353,30.2928254781963,30.1191833390181,-0.00155029067907532,0.00145520344184287,1.3766676262665,-0.0323527676004851,-0.0310714520125161,-0.886912382793797,-0.0856598492779035,0.0446382587279111,1.46275330580051,-0.0135526593856322,-0.0139372700740148,-0.00957217207485484,-0.00920058943214919,0,19.1494
400,0.00119660425528965,0.00137465556435252,30.2525920698263,30.1191833390181,-0.00127811663370067,0.00116524131661615,1.39129515538535,-0.026563990266827,-0.0262027996791902,-6.89191905177567,-0.0697252325139575,0.0344424073483616,1.46275316937542,-0.030264811464976,-0.0306496239594157,-0.0271036270902431,-0.0267523073996777,0,19.1807
410,0.000961697822770795,0.00114022647750776,30.1665325448145,30.1191833390181,-0.00105112308796034,0.000929546656321985,1.40592268445176,-0.0215031826007231,-0.0218011722689147,-9.74068336088307,-0.0554807771430388,0.0258555117682142,1.46275307229934,-0.0347038480739237,-0.0350743339326667,-0.0321835122292941,-0.0318530704406683,0,18.9885
420,0.00077260366096966,0.000946129358333167,30.0713526662756,30.1191833390181,-0.000867184948887261,0.000743057894816563,1.42055021346381,-0.0171949592226365,-0.0179488551060619,-8.64516952878201,-0.0438948656554637,0.019275297186718,1.46275300749524,-0.0261000376612922,-0.026442571771929,-0.0240744386072082,-0.0237625122252816,0,19.6654
430,0.000621890804395058,0.000786737945550267,30.0039266817476,30.1191833390181,-0.000720430845413222,0.000597796070658794,1.43517774242663,-0.0136572890299707,-0.0147033977584528,-4.3737731985517,-0.0352504071732985,0.01467642292825,1.46275296603899,-0.00877816000180169,-0.00908327123888166,-0.00713563867531138,-0.00684018515750206,0,18.8191
440,0.00050219455298084,0.000656151783426712,29.9871698475732,30.1191833390181,-0.000603250558661401,0.000484728725799883,1.44980527135144,-0.0108532941099677,-0.0120573189070888,1.13892806716746,-0.0291371015554119,0.0116208086099939,1.46275294003506,0.00983080703251312,0.0095648180809831,0.0111716545833687,0.0114508507510481,0,18.5092
450,0.000406779694491039,0.000548757226066712,30.0223497913886,30.1191833390181,-0.000508127518010168,0.000395487383209129,1.46443280025102,-0.0086891459312855,-0.00995646798703013,5.65306733097601,-0.0247600051024289,0.00950366164600647,1.46275292363835,0.0224880208747439,0.0222559397790755,0.0235846194007785,0.0238450064815889,0,19.8741
460,0.000330023395530493,0.000459646535946931,30.0907267233939,30.1191833390181,-0.000428821372079592,0.000323407047181394,1.47906032913582,-0.00703197100036459,-0.00831066697208497,7.55231547467845,-0.0213467040627438,0.00785367350729333,1.46275291288623,0.0250760794425743,0.0248701553994864,0.025969715632459,0.0262063701322939,0,19.937
470,0.000267640761309676,0.000384920566988676,30.1629720657483,30.1191833390181,-0.000360981434781609,0.000263882124380826,1.49368785801264,-0.0057430132381085,-0.00700561987731466,6.40572080955047,-0.0183798644283639,0.0064308149062703,1.46275290537184,0.0178005401077652,0.0176140794348771,0.0185236763863026,0.0187316559049941,0,19.4953
480,0.000216591671192698,0.000321782980309958,30.2115140975875,30.1191833390181,-0.000302181921916971,0.000214149774953952,1.50831538688524,-0.00470825011859472,-0.00593211508946813,2.97574084728101,-0.0156160403984694,0.0051543329227563,1.462752899848,0.00449338539720382,0.00432211061314864,0.00507421221311035,0.00525114149251521,0,22.4097
490,0.000174773542509094,0.000268359069173369,30.2206018265052,30.1191833390181,-0.000251407566470938,0.000172704931276353,1.52294291575545,-0.00385093136275065,-0.00501222228857755,-1.2191768663241,-0.01301323857993,0.00402007754653309,1.46275289574139,-0.00926029019102078,-0.00941811404446916,-0.00879611032082668,-0.00864884758069255,0,20.0546
500,0.000140669317891948,0.00022335279941315,30.190798063827,30.1191833390181,-0.000208271905716779,0.000138633333507294,1.53757044462406,-0.00312821327355837,-0.00420599156781265,-4.54108054287944,-0.0106421997155318,0.00305271177837038,1.46275289275761,-0.0182927401357544,-0.0184365484477168,-0.0179221395832666,-0.0177997735507295,0,19.359
510,0.000113068665711874,0.000185722937872539,30.1371136694937,30.1191833390181,-0.00017236707658424,0.000111119741249418,1.55219797349141,-0.0025198264900927,-0.00350102454289797,-5.8320571491304,-0.00860049546125327,0.00227600718853341,1.4627528906702,-0.0196460271907496,-0.0197736024449262,-0.0193492416410142,-0.0192450706365805,0,19.04
520,9.0906472869039e-05,0.000154491461500712,30.0820920181334,30.1191833390181,-0.000142977203343483,8.92400907711533e-05,1.56682550235768,-0.00201573234735782,-0.00289613601262449,-4.79622524336201,-0.00694745455077259,0.00169359229839916,1.46275288926062,-0.01349301286682,-0.0136018581331399,-0.0132540243578902,-0.0131614055044432,0,21.6114
530,7.32056187772856e-05,0.000128691572026737,30.0466630976108,30.1191833390181,-0.000119113461258185,7.19784314642948e-05,1.58145303122312,-0.00160740702624164,-0.00238946423898385,-2.04577707315002,-0.0056752944785801,0.00128153849891054,1.46275288833074,-0.00286662819569845,-0.00295575754950741,-0.00267305822824958,-0.00258729683419551,0,19.8111
540,5.9082683164408e-05,0.000107395494491303,30.0423087380795,30.1191833390181,-9.96897799203659e-05,5.83386507533687e-05,1.59608056008796,-0.0012838554701871,-0.00197432133802285,1.20494115238858,-0.0047176017566739,0.00099537422945948,1.46275288772224,0.00773901931126342,0.00766794297320348,0.00789641256789361,0.00797699789689288,0,20.5803
550,4.77758436866673e-05,8.97621310497647e-05,30.0675370284652,30.1191833390181,-8.36958357048165e-05,4.7451846711585e-05,1.61070808895241,-0.00103109699053063,-0.00163941316195625,3.66709543068252,-0.00398240707438469,0.000788104748901131,1.46275288732047,0.0142855491775069,0.0142285198870338,0.014413591705406,0.0144879043084465,0,20.318
560,3.86668732419503e-05,7.50767679608739e-05,30.1097617456623,30.1191833390181,-7.0311887432416e-05,3.86372480564029e-05,1.62533561781665,-0.000833816201847856,-0.00137021070011997,4.48891875084234,-0.00338669371492849,0.000625700119122083,1.46275288704824,0.0147314999179069,0.0146835841821021,0.0148353769064731,0.014900894504742,0,20.5292
570,3.12822944584661e-05,6.27719778440529e-05,30.1512909294172,30.1191833390181,-5.8955160847071e-05,3.14106526733408e-05,1.63996314668078,-0.000677862616650906,-0.00115129265000272,3.53462928182914,-0.00287441907974221,0.00049026267896998,1.46275288685754,0.00957340830674478,0.00953030078961721,0.00965729351548887,0.00971174419026978,0,18.6171
580,2.52729620412836e-05,5.24223024746252e-05,30.1765686500075,30.1191833390181,-4.92604715463505e-05,2.54516231280924e-05,1.65459067554485,-0.000552074380547753,-0.000969228194997611,1.3499419627844,-0.00241753394339302,0.00037491498189718,1.46275288672072,0.00133882377306746,0.00129786196861817,0.00140626018051906,0.00144883606667485,0,19.5935
590,2.03822157344978e-05,4.3715197208326e-05,30.1777547674997,30.1191833390181,-4.10131256341205e-05,2.05497424539696e-05,1.66921820440889,-0.000448754670019753,-0.000814469344312361,-1.1207285773653,-0.00200846530562797,0.000278102343386663,1.46275288662211,-0.00658261164715617,-0.00662211921129264,-0.00652854752911458,-0.00649675254284795,0,19.7904
600,1.64144373971546e-05,3.64121112495314e-05,30.1568222969834,30.1191833390181,-3.40683900546411e-05,1.65519086027621e-05,1.68384573327292,-0.000363115412945599,-0.00068145806386968,-2.92411429620271,-0.00165034862381489,0.000199940434218495,1.46275288655193,-0.0112590195405654,-0.0112960549087581,-0.0112156813935995,-0.0111919495810988,0,19.3359
610,1.32113034740625e-05,3.03150961399408e-05,30.1238388150427,30.1191833390181,-2.82911972565004e-05,1.33261275209761e-05,1.69847326213692,-0.000292280777984323,-0.000567406938616413,-3.4483626306832,-0.00134815893306114,0.000140147521622433,1.462752886503,-0.0112422029050461,-0.0112747850648315,-0.0112073807549356,-0.0111881869817028,0,19.6991
620,1.06377240691757e-05,2.52470757622931e-05,30.0924276879456,30.1191833390181,-2.35307374396052e-05,1.07459352089042e-05,1.71310079100092,-0.000234326696300264,-0.000470757425662907,-2.61924387602973,-0.00110279052110588,9.70165930411869e-05,1.46275288646953,-0.00698311040542262,-0.00700935355277921,-0.00695502410719718,-0.00693713943533223,0,19.0226
630,8.57582453663957e-06,2.10451408018035e-05,30.0742992008356,30.1191833390181,-1.9623319965446e-05,8.6900245134531e-06,1.72772831986491,-0.00018761555657778,-0.000390092119123537,-0.882137134240988,-0.00090906807901023,6.73209368605265e-05,1.46275288644692,-0.000507989647021562,-0.000527098491278816,-0.000485251586514941,-0.000466739323748462,0,19.0362
640,6.92379387174559e-06,1.75614882201113e-05,30.0749815196781,30.1191833390181,-1.64078654216751e-05,7.0484186459618e-06,1.74235584872889,-0.000150476110887582,-0.000323683779711414,1.01391724217849,-0.000757228308739407,4.7089845546654e-05,1.46275288643169,0.00550063334187024,0.00548789531829518,0.00551908202020135,0.00553841691094098,0,19.7781
650,5.59649889293347e-06,1.46667715630004e-05,30.0923133932186,30.1191833390181,-1.37415112520315e-05,5.72853820947354e-06,1.75698337759286,-0.000121162798892922,-0.000269461979890587,2.33370190618938,-0.000636169661163737,3.27658600066351e-05,1.46275288642136,0.0088105616920056,0.00880214665115584,0.00882552884621996,0.00884443528171799,0,19.4066
660,4.52562617203279e-06,1.22527419860551e-05,30.1180478215587,30.1191833390181,-1.15093399414008e-05,4.6579764107422e-06,1.77161090645684,-9.79868661355531e-05,-0.000225185420597079,2.63749019503507,-0.000536382390162984,2.19484313338976e-05,1.46275288641424,0.00845398107920833,0.00844736183377395,0.00846609836529697,0.00848271186912645,0,20.43
670,3.65831540849871e-06,1.02326478536436e-05,30.1416191958999,30.1191833390181,-9.62663536962715e-06,3.78346779348042e-06,1.78623843532081,-7.94859189640024e-05,-0.000188714529444562,1.91648048146536,-0.00045134942411598,1.33928260088259e-05,1.46275288640926,0.00495084654411122,0.00494390407236566,0.00496062662763005,0.00497339184120514,0,20.5708
680,2.95444635299151e-06,8.53898359395832e-06,30.1543726719059,30.1191833390181,-8.03455788355668e-06,3.06709722630737e-06,1.80086596418478,-6.4524048004997e-05,-0.000158268375870467,0.547710294229311,-0.000377492937522093,6.59444685486671e-06,1.46275288640572,-5.83643402802484e-05,-6.67350177451247e-05,-5.04925511476382e-05,-4.21855335954438e-05,0,21.0009
690,2.3834165392417e-06,7.11933716365811e-06,30.1526059083664,30.1191833390181,-6.69196883729976e-06,2.48144658712081e-06,1.81549349304876,-5.22935871270504e-05,-0.000132549561265182,-0.889086109640171,-0.000313336639532287,1.37799264202774e-06,1.46275288640321,-0.00454391908161142,-0.00455362909573458,-0.00453759265231759,-0.00453321229225486,0,19.6642
700,1.92123242034189e-06,5.93180153252395e-06,30.1384415922787,30.1191833390181,-5.56699101438849e-06,2.00525992920368e-06,1.83012102191273,-4.22496379957222e-05,-0.00011070709830552,-1.84760854343691,-0.000258462208884691,-2.3574288315441e-06,1.46275288640144,-0.00687426090194836,-0.00688425628265872,-0.00686917506131544,-0.00686727394509981,0,20.3777
710,1.54836124762786e-06,4.94126039359421e-06,30.118450835618,30.1191833390181,-4.63109675925711e-06,1.62054952083511e-06,1.8447485507767,-3.40215846727275e-05,-9.2196898335852e-05,-2.0144291097386,-0.000212620485548951,-4.76278805842645e-06,1.4627528864002,-0.00638220685597365,-0.0063910020124643,-0.00637811077837198,-0.00637686078978901,0,17.9967
720,1.2484114215407e-06,4.11712320567254e-06,30.1007524125104,30.1191833390181,-3.85660579445555e-06,1.31125654246706e-06,1.85937607964068,-2.73339212807575e-05,-7.66284483293064e-05,-1.40439454850215,-0.000175200145675542,-6.07699015146622e-06,1.46275288639935,-0.00352864313912435,-0.00353497680237836,-0.00352533543976443,-0.0035231834858832,0,19.3679
730,1.00746967210839e-06,3.43235083664836e-06,30.0917996537482,30.1191833390181,-3.21677881418515e-06,1.06301008545542e-06,1.87400360850465,-2.19523853803599e-05,-6.36575843564619e-05,-0.324901840730895,-0.000145101279632994,-6.60430754894055e-06,1.46275288639877,0.00037279088977053,0.000369427052970938,0.000375468368598409,0.000379275519440067,0,20.7728
740,8.13832053666816e-07,2.86325372171779e-06,30.0940963197895,30.1191833390181,-2.68707136120571e-06,8.63367751886276e-07,1.88863113736863,-1.76578433156318e-05,-5.29378687499953e-05,0.768516567642131,-0.000120917390461957,-6.64831167695855e-06,1.46275288639837,0.00373832991945636,0.00373751049665342,0.00374049992329712,0.00374574060836819,0,18.8201
750,6.57879023748982e-07,2.3895583032877e-06,30.1056373088598,30.1191833390181,-2.24638834731353e-06,7.0206436748264e-07,1.9032586662326,-1.42428257187375e-05,-4.41148307091514e-05,1.46079752709167,-0.000101238867657755,-6.44561434057947e-06,1.46275288639809,0.00534912217071279,0.00534971215178614,0.00535088033896074,0.00535658867323133,0,18.9926
760,5.31921438955804e-07,1.99440988368729e-06,30.1211273057448,30.1191833390181,-1.87773493645797e-06,5.71031253999587e-07,1.91788619509657,-1.15204426453004e-05,-3.68439027001031e-05,1.53156276185535,-8.48990116015879e-05,-6.13657177492147e-06,1.4627528863979,0.00477840920501785,0.00477905065769701,0.00477983149814761,0.00478479084312786,0,19.5944
770,4.29949501534121e-07,1.66415325654247e-06,30.1343240320319,30.1191833390181,-1.56811305895217e-06,4.64154607549678e-07,1.93251372396055,-9.33476508148249e-06,-3.08165658912584e-05,1.01798354337151,-7.10758382675793e-05,-5.7829188296065e-06,1.46275288639777,0.0024663494692643,0.00246597157836848,0.00246749769348457,0.00247075702530085,0,19.5706
780,3.4730879381486e-07,1.38788103975595e-06,30.1404887050708,30.1191833390181,-1.30781415633636e-06,3.76862556614175e-07,1.94714125282453,-7.56498320921812e-06,-2.57805381801873e-05,0.173060651939597,-5.92671400873016e-05,-5.40109711105512e-06,1.46275288639767,-0.000540023586342164,-0.000541868051939994,-0.000539098205758888,-0.000537882998454084,0,18.2695
790,2.80368427345971e-07,1.15685121623191e-06,30.1380101132027,30.1191833390181,-1.08943207907713e-06,3.05672805148923e-07,1.96176878168851,-6.12272720161785e-06,-2.15457111362018e-05,-0.651938272048195,-4.91944961755963e-05,-4.99319077974647e-06,1.46275288639761,-0.00304123680859333,-0.00304429707694708,-0.00304049158758807,-0.00304098031993001,0,18.6388
800,2.26238024535381e-07,9.63916337625238e-07,30.1286902137219,30.1191833390181,-9.06944772163091e-07,2.47812192720458e-07,1.97639631055249,-4.94480257379534e-06,-1.79757405655124e-05,-1.14864845013835,-4.0692213041745e-05,-4.5619047965555e-06,1.46275288639756,-0.00414685016540194,-0.00415035459543706,-0.00414624975388183,-0.00414759360723546,0,18.9294
810,1.82560264488107e-07,8.03075033501985e-07,30.1167262872659,30.1191833390181,-7.55091902288552e-07,2.00961965935175e-07,1.99102383941646,-3.98512673553525e-06,-1.49716932321561e-05,-1.16261664814673,-3.36210529423622e-05,-4.11659334029573e-06,1.46275288639753,-0.00357809132612831,-0.00358109467568894,-0.00357760687962569,-0.00357879470678901,0,17.7194
820,1.4737766147754e-07,6.69183268316206e-07,30.1068951745892,30.1191833390181,-6.29093449815369e-07,1.6312671170816e-07,2.00565136828044,-3.20773883870487e-06,-1.24561005151279e-05,-0.736505365064133,-2.78186670493616e-05,-3.67221619704477e-06,1.4627528863975,-0.00171533298866285,-0.00171710148826476,-0.00171494137257025,-0.00171518381983593,0,19.6778
830,1.19056347854945e-07,5.57800438785449e-07,30.1026933254231,30.1191833390181,-5.24615033600829e-07,1.32588407128698e-07,2.02027889714442,-2.58221728909878e-06,-1.03616500009764e-05,-0.0751571110514676,-2.30926107763797e-05,-3.24582022135985e-06,1.46275288639749,0.000608059768800476,0.000607774461929955,0.000608376842864059,0.000609374577379228,0,20.0411
