time_ms,z_mm,horiz_offset_mm,tilt_mag_deg,ang_rate_mag_deg_per_s
0.0,30.619179,0.1414213562373095,0.0,0.0
10.0,30.521891,0.14128496044873284,0.06839990294519395,143.32550231056638
20.0,30.268762000000002,0.17253245570616563,0.19610789505433315,90.09041602409026
30.0,29.975928999999997,0.2253396664704197,0.2900210650319196,66.29671515857312
40.0,29.774137,0.2573960477105272,0.33670048214407494,18.693941777478106
50.0,29.73839,0.27387537950316015,0.3427881758852567,39.37160348625753
60.0,29.873323,0.2828899330905927,0.3185654014927854,81.7008768695736
70.0,30.117722999999998,0.25924697326102,0.26369632990656844,46.49991696364395
80.0,30.358319,0.21396575165198753,0.19136183622562317,60.89560873314075
90.0,30.481775,0.17682832205843046,0.13668732702401282,14.014674380586415
100.0,30.447957000000002,0.1492775152559822,0.1169185298255034,16.896643860267297
110.0,30.300315,0.1389079528464803,0.1220091110966094,38.303792736043064
120.0,30.108679,0.13600751394316418,0.1397184652692652,36.0004848867018
130.0,29.943883,0.13812245338466878,0.15462495662885015,11.342905287890117
140.0,29.871313999999998,0.15508650521563763,0.1634684693649961,25.04650961978927
150.0,29.902257000000002,0.16793737790021612,0.16661211401415169,18.083858150336404
160.0,30.006035,0.1629532630204133,0.16573735219278307,21.25262539475164
170.0,30.136324,0.1551064531507313,0.16433435554923678,27.88113488503113
180.0,30.240593999999998,0.14703666577082058,0.15785680059566218,9.07601353266507
190.0,30.282019000000002,0.1363582736910379,0.14216103097301214,27.812480715877612
200.0,30.269066000000002,0.12442125278263355,0.12256615182038247,18.877470128176025
210.0,30.231226,0.10973080697780364,0.1090418081341187,28.322201531703662
220.0,30.185312999999997,0.10578657759848364,0.10280050225800924,23.94550267254253
230.0,30.138268999999998,0.1085738918893488,0.09998586925383188,21.83071347883791
240.0,30.097558,0.10173396679575608,0.09996971722761856,27.949001795814613
250.0,30.058927,0.09781109344036595,0.10118105496471402,23.509291073371053
260.0,30.015908,0.1005785762476284,0.10412066783044205,10.302325302281536
270.0,29.993057999999998,0.09398983987644621,0.10443386522520981,20.859808265083032
280.0,30.00955,0.07746392708867786,0.09715798795689805,8.489652819431305
290.0,30.055156,0.06110032733136542,0.07869609197316824,12.596475925121318
300.0,30.104899,0.05168055727253722,0.05003800410611513,51.64629100922632
310.0,30.158824,0.045056520060919036,0.02548045460522348,17.687916709295276
320.0,30.212231,0.0344942024114198,0.022882197187787286,8.315271696970594
330.0,30.221028,0.038259644535724585,0.0300114371713893,7.3840225574510026
340.0,30.169756,0.045669649659264955,0.041381299388075256,15.774073522261705
350.0,30.101065,0.054180901616713614,0.05710210663252626,31.9693403898871
360.0,30.054088999999998,0.06945727031780044,0.07248239680987989,3.388941253233659
370.0,30.043523,0.07360037836859264,0.08257018862590977,23.64674812412514
