Time,x,y,z,alpha,beta,gamma,vx,vy,vz,valpha,vbeta,vgamma,target_z,u1,u2,u3,u4,mass_multiplier
0.83,-0.000178167,-9.32E-05,0.030725221,0.001983048,-0.003044491,8.38E-06,-0.000804448,0.000872656,0.001613915,-0.086212454,0.008974023,-0.000110815,0.030119179,0.381908,0.060675807,-0.379745692,0.011596143,0.748
0.84,-0.000180125,-9.75E-05,0.030744619,0.001725551,-0.003267058,8.21E-06,0.000382496,-0.001717894,0.00210493,0.692101881,0.348279621,0.001589059,0.030119179,0.323089778,0.372794092,-0.244420171,-0.591329694,0.748
0.85,-0.000179234,-8.59E-05,0.030774518,0.001541848,-0.003454954,6.73E-06,-0.000218001,0.004087993,0.003626076,-0.636607084,0.018429047,-0.001166063,0.030119179,0.441854119,0.034627993,-0.302010596,0.087330058,0.748
0.86,-0.000176025,-5.95E-05,0.030791845,0.00137854,-0.003391417,6.49E-06,0.000879899,0.001320154,-0.0003011,0.221570179,-0.055022771,0.000391289,0.030119179,0.152855113,0.077435739,-0.305202812,-0.03733464,0.748
0.87,-0.000174492,-5.03E-05,0.030786577,0.000823274,-0.003059945,6.44E-06,-0.000534491,0.000616724,-0.000709052,0.547445819,-0.505533158,0.00071069,0.030119179,0.343127728,0.369277805,-0.33448419,-0.050251205,0.748
0.88,-0.000177182,-3.24E-05,0.030758142,0.000384808,-0.002794665,6.61E-06,1.08E-05,0.003077332,-0.004745866,-0.219118158,-0.047101967,-0.000322388,0.030119179,0.439456344,-0.088664412,-0.343321353,0.224126101,0.748
0.89,-0.000169347,-2.05E-05,0.030703803,0.000160584,-0.002970171,6.86E-06,0.001569455,-0.000616204,-0.005670667,0.316659491,0.616143839,0.000591331,0.030119179,-0.007854146,-0.07894402,-0.258070588,-0.234928504,0.748
0.9,-0.000169422,-2.31E-05,0.0306923,0.000126315,-0.003197704,6.65E-06,-0.001609507,8.61E-05,0.00346678,-0.175793536,-0.172833373,-0.000297218,0.030119179,0.474476904,0.092124119,-0.341267794,0.005600452,0.748
0.91,-0.000175879,-2.18E-05,0.030729185,0.000401796,-0.003245777,7.74E-06,0.000287056,0.000144814,0.003603902,-0.380916472,0.067389374,-0.000639108,0.030119179,0.313109934,0.134235024,-0.221096754,0.143544674,0.748
0.92,-0.000176814,-2.43E-05,0.030751669,0.00065763,-0.003199853,8.02E-06,-0.000471965,-0.000666179,0.000707457,-0.03587505,-0.184689024,-0.000107072,0.030119179,0.416677237,0.205526486,-0.318915397,-0.104946449,0.748
0.93,-0.000176396,-2.04E-05,0.030750645,0.000688278,-0.003126653,8.43E-06,0.000564665,0.001450601,-0.000903943,-0.12649502,0.060287316,-0.000171514,0.030119179,0.167454913,-0.047659397,-0.210679382,0.280738205,0.748
0.94,-0.000182031,-2.44E-05,0.030735027,0.000357613,-0.003079125,8.23E-06,-0.001711354,-0.002229242,-0.002090957,0.863787343,-0.299051418,0.001418941,0.030119179,0.591693342,0.387311935,-0.49842605,-0.261267662,0.748
0.95,-0.000178469,-2.11E-05,0.030711669,0.00012559,-0.003243399,5.49E-06,0.002422066,0.002917635,-0.002387261,-0.509062501,0.713280304,-0.000834154,0.030119179,-0.099115342,-0.434107125,0.040736631,0.076170199,0.748
0.96,-0.000189978,-1.84E-05,0.030720217,0.000164596,-0.003338144,5.05E-06,-0.004779507,-0.002368291,0.004023318,0.367089869,-0.864542847,0.00061419,0.030119179,0.87021327,0.517012954,-0.588092983,-0.034932561,0.748
0.97,-0.000202474,-2.00E-05,0.030730987,0.000374314,-0.003515345,7.13E-06,0.002210613,0.002016692,-0.001955914,-0.709803656,0.832832162,-0.001171521,0.030119179,-0.020608231,-0.460076123,-0.100500248,0.155521855,0.748
0.98,-0.000209497,-3.16E-05,0.030739427,0.00053212,-0.003813152,9.01E-06,-0.003674074,-0.004393536,0.003570714,0.714675366,-0.456107666,0.001382735,0.030119179,0.638316333,0.721827805,-0.504330158,-0.421767116,0.748
0.99,-0.000228798,-2.85E-05,0.030757175,0.000775856,-0.004034276,1.08E-05,-0.000287642,0.005002271,-0.000166332,-1.236225134,0.326544295,-0.002564216,0.030119179,0.377671927,-0.253886342,-0.374766409,0.617674708,0.748
1,-0.000233985,-2.19E-05,0.03073872,0.000737557,-0.004358146,1.41E-05,-0.000804956,-0.003664541,-0.003371591,1.141337421,0.141427098,0.002803616,0.030119179,0.402193367,0.155724838,-0.463172674,-0.60455215,0.748
1.01,-0.000240702,-2.82E-05,0.030737337,0.000292251,-0.004495582,1.34E-05,-0.000580978,0.002434931,0.00310583,-0.133719105,-0.063928012,-0.000313796,0.030119179,0.49725768,0.030759869,-0.661377788,0.353521407,0.748
1.02,-0.000231562,-2.28E-05,0.030761167,0.000106013,-0.004470091,1.31E-05,0.002449644,-0.001317032,0.001464139,0.338127344,0.251454752,0.00086717,0.030119179,0.315125555,0.192270592,-0.333814502,-0.155147821,0.748
1.03,-0.000213568,-2.40E-05,0.030773314,0.000244852,-0.004104121,1.41E-05,0.001261236,0.001059853,0.000866196,-0.552756705,-0.441161727,-0.001274254,0.030119179,0.447461367,0.052277084,-0.31444186,0.379939437,0.748
1.04,-0.00019978,-3.24E-05,0.0307511,0.000573134,-0.003422616,1.32E-05,0.001620004,-0.002801286,-0.005128155,0.180559167,-0.430495335,0.000231123,0.030119179,0.333307087,0.341646761,-0.423653394,-0.180835038,0.748
1.05,-0.000180242,-4.23E-05,0.030702731,0.000892071,-0.002932014,1.58E-05,0.002416857,0.000745548,-0.00414331,-0.515643249,0.058710028,-0.00076932,0.030119179,0.27058959,-0.122861631,-0.207447112,0.040116251,0.748
1.06,-0.00016239,-4.93E-05,0.030678789,0.001074616,-0.002756125,1.66E-05,0.001244664,-0.002198125,-0.000444575,0.353368043,0.108881344,0.000626511,0.030119179,0.087437637,0.211249784,-0.196567193,-0.397053421,0.748
1.07,-0.00016331,-5.16E-05,0.030707835,0.001066168,-0.002709244,1.72E-05,-0.001425126,0.001731118,0.006009801,-0.260544791,-0.229777496,-0.000490386,0.030119179,0.304496586,0.193660453,-0.373792261,0.216347605,0.748
1.08,-0.00017329,-4.31E-05,0.030759009,0.000914233,-0.00288129,1.72E-05,-0.000627647,1.97E-05,0.003802722,0.310707701,0.256264962,0.00064792,0.030119179,0.119736135,0.162423193,-0.233628303,-0.282710433,0.748
1.09,-0.000192165,-2.89E-05,0.030805043,0.000633586,-0.003270411,1.66E-05,-0.003260392,0.002899343,0.005021132,-0.171008628,-0.064748783,-0.000298459,0.030119179,0.799073577,0.081988283,-0.415021002,0.230723262,0.748
1.1,-0.000200605,-1.03E-05,0.030808001,0.000230121,-0.003908082,1.65E-05,0.001474825,0.000951208,-0.004450466,0.397642327,0.985425169,0.001005279,0.030119179,-0.129309908,-0.161647126,-0.324089617,-0.277172804,0.748
1.11,-0.000209251,3.37E-06,0.030797558,-0.000236223,-0.004191081,1.82E-05,-0.003268942,0.001877712,0.002447271,0.086560756,-0.701102868,0.000319563,0.030119179,0.604104877,0.058431089,-0.603685439,0.358743459,0.748
1.12,-0.000221194,9.28E-06,0.030791894,-0.000525317,-0.003954993,1.67E-05,0.000854182,-0.000642686,-0.003533888,0.284766357,-0.039398122,0.000658273,0.030119179,0.279100418,-0.01874426,-0.457478523,-0.168437958,0.748
1.13,-0.000214288,1.11E-05,0.030769176,-0.000423854,-0.003790264,1.75E-05,0.000570831,0.001013204,-0.000821157,-0.518634501,-0.067909407,-0.00102897,0.030119179,0.282954544,-0.047736794,-0.277629316,0.353523374,0.748
