time_ms,z_mm,horiz_offset_mm,tilt_mag_deg,ang_rate_mag_deg_per_s
0.0,30.6191833390181,0.14142135623731,0.0,0.0
5.0,31.030813350187902,0.20967432456771598,0.132107087391595,52.84283495663788
10.0,31.9811551455237,0.317124643521063,0.5221342468992176,103.16810126249406
15.0,33.0608962813737,0.32115514107912796,0.5825077981456894,79.02091860998505
20.0,33.8936455366247,0.21630308968355,0.21280919887830985,68.86319255418032
25.0,34.0783326973757,0.121421993468839,0.07778358455183164,47.374473550723444
30.0,33.693019962361596,0.143496971893271,0.06993153363716301,50.561180321252365
35.0,33.1395280914258,0.266384884721569,0.3512131574397852,117.81578783363511
40.0,32.561228428888,0.367561401778064,0.6384480565487654,4.573839832945495
45.0,32.0067043966115,0.347575187092716,0.4691331004734597,64.86783845169738
50.0,31.7434312955157,0.239588393907609,0.21288246306185507,37.890830431619996
55.0,31.8795061353752,0.15863472226049602,0.05264811483285765,29.663994757318093
60.0,32.1655135597346,0.182758660996617,0.06733142516954205,34.727668709482344
65.0,32.3246708206834,0.288521775551065,0.36708186469514037,89.33486576189785
70.0,32.435260147291,0.364536877281623,0.5965201910590694,2.9152684119814953
75.0,32.615778832410996,0.318240564643764,0.49625792689129117,43.57924589801341
80.0,32.680667752600094,0.17401209094925102,0.1890786599241082,80.55031694610867
85.0,32.5726412663936,0.0566204794779133,0.17636263183907264,63.31382081857929
90.0,32.4506056975297,0.08180807328184139,0.20085716894712707,53.2810186473123
95.0,32.4944829616593,0.24531763495015702,0.379715143368872,178.84371407506677
100.0,32.6685288009869,0.375431501916798,0.6909845517857615,96.6672040550376
105.0,32.8077495642215,0.374177317833843,0.4592409516897429,81.39549953000532
110.0,32.8083083059897,0.309957898694611,0.28951733547266745,22.391312937088202
115.0,32.707832020886,0.27835077514469,0.23427161933985993,7.125786606824892
120.0,32.642947329303595,0.299166721706075,0.29808616105002017,32.50929648977936
125.0,32.6448397143525,0.334400679073179,0.44522593425669094,29.51349641195904
130.0,32.646629434161,0.319255061718995,0.4882262900616946,20.670761265738136
135.0,32.6069525891482,0.227739556089419,0.3300813921616927,62.951093500695514
140.0,32.450158514538195,0.126349100988453,0.2221413052694075,91.26566809856088
145.0,32.2891353439013,0.0792542570611831,0.19708294509131827,77.03072158039542
150.0,32.3358821273991,0.192511708908932,0.3448598307747852,142.4318850926442
155.0,32.4339000216559,0.304180473383726,0.503348408872093,98.59960984705545
160.0,32.439032637393495,0.321387531051958,0.4004541273836266,12.39138732358149
165.0,32.441287600552,0.27599589781843004,0.3545857707111298,35.40840986442189
170.0,32.466907328495,0.236564384822085,0.26741061915300574,68.02257942014985
175.0,32.5015484899704,0.22733141804576498,0.3537307858025265,17.844665091612804
180.0,32.543791758759504,0.19231305909531698,0.29116360420645665,37.64896467336644
185.0,32.4823527017462,0.190394541674931,0.26673280938140004,131.88108829811662
190.0,32.4114882751163,0.215111114815136,0.4159918461974428,69.73177193456642
195.0,32.4411034662471,0.17887480901139902,0.25544038054976026,41.07121633291768
200.0,32.4062024452725,0.172173363750283,0.36065781744922887,115.17940698387899
205.0,32.2591079879558,0.141789009998524,0.31831836768161553,116.24196215989345
210.0,32.2211776846028,0.0581181254081643,0.04948427944413482,30.030044363490553
215.0,32.2904756520505,0.09771573567143549,0.23489933011299918,53.260183575433025
220.0,32.374279232673196,0.15377355878214,0.27648780385829047,77.63386252320902
225.0,32.4210871280039,0.255901415359208,0.5045816474824294,159.85262918561367
230.0,32.410642331141,0.306629044567996,0.5182284995431204,136.7093139718598
235.0,32.4708334412951,0.288655363363324,0.2692849764031308,93.58939069299326
240.0,32.487154523876505,0.27428687925697903,0.4413453725831415,26.025827682593714
245.0,32.4509328078785,0.23110767565284498,0.336867542486276,44.446604938052474
250.0,32.3621977651897,0.202898392144822,0.32820386514243566,146.29932016122285
255.0,32.3106364416339,0.203015028982658,0.3905915599673229,101.53404614047157
260.0,32.3900854889502,0.155893190005534,0.11391404250986276,21.13879578560027
265.0,32.4160002756987,0.17507333338155698,0.23473028695776654,78.79626259274877
270.0,32.4540794993823,0.216987447432626,0.38457587067706167,50.631705268726286
275.0,32.4850869646775,0.24337738261182199,0.44661105106910653,155.31216765734797
